,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,0
299,57.0,technician,married,secondary,no,792.0,yes,no,unknown,5.0,may,65.0,2.0,-1.0,0.0,unknown,0.0
300,,,,,,,,,,,,,,,,,0.0
301,51.0,admin.,married,secondary,no,531.0,yes,no,unknown,5.0,may,267.0,2.0,-1.0,0.0,unknown,0.0
302,,,,,,,,,,,,,,,,,0.0
303,36.0,services,single,secondary,no,62.0,yes,no,unknown,5.0,may,215.0,2.0,-1.0,0.0,unknown,0.0
304,53.0,services,married,unknown,no,257.0,yes,no,unknown,5.0,may,209.0,2.0,-1.0,0.0,unknown,0.0
305,50.0,technician,married,secondary,no,1234.0,yes,no,unknown,5.0,may,205.0,2.0,-1.0,0.0,unknown,0.0
306,54.0,management,married,tertiary,no,313.0,yes,no,unknown,5.0,may,83.0,2.0,-1.0,0.0,unknown,1.0
307,,,,,,,,,,,,,,,,,0.0
308,,,,,,,,,,,,,,,,,0.0
309,,,,,,,,,,,,,,,,,0.0
310,56.0,admin.,married,secondary,no,353.0,yes,no,unknown,5.0,may,106.0,2.0,-1.0,0.0,unknown,0.0
311,,,,,,,,,,,,,,,,,0.0
312,,,,,,,,,,,,,,,,,0.0
313,,,,,,,,,,,,,,,,,0.0
314,33.0,admin.,single,tertiary,no,193.0,no,no,unknown,5.0,may,132.0,2.0,-1.0,0.0,unknown,0.0
315,,,,,,,,,,,,,,,,,0.0
316,36.0,blue-collar,married,secondary,no,539.0,yes,yes,unknown,5.0,may,453.0,2.0,-1.0,0.0,unknown,0.0
317,51.0,technician,single,secondary,no,0.0,yes,no,unknown,5.0,may,364.0,2.0,-1.0,0.0,unknown,0.0
318,40.0,retired,single,primary,no,0.0,no,no,unknown,5.0,may,136.0,2.0,-1.0,0.0,unknown,0.0
319,42.0,blue-collar,married,secondary,no,490.0,yes,no,unknown,5.0,may,386.0,2.0,-1.0,0.0,unknown,0.0
320,51.0,blue-collar,married,secondary,no,0.0,yes,no,unknown,5.0,may,173.0,2.0,-1.0,0.0,unknown,1.0
321,49.0,blue-collar,married,unknown,no,403.0,yes,no,unknown,5.0,may,241.0,2.0,-1.0,0.0,unknown,0.0
322,48.0,management,married,secondary,no,161.0,yes,no,unknown,5.0,may,224.0,3.0,-1.0,0.0,unknown,0.0
323,32.0,technician,divorced,tertiary,no,2558.0,no,no,unknown,5.0,may,148.0,2.0,-1.0,0.0,unknown,1.0
324,,,,,,,,,,,,,,,,,1.0
325,,,,,,,,,,,,,,,,,0.0
326,,,,,,,,,,,,,,,,,1.0
327,47.0,technician,married,tertiary,no,831.0,yes,no,unknown,5.0,may,316.0,3.0,-1.0,0.0,unknown,0.0
328,57.0,technician,married,unknown,no,206.0,yes,no,unknown,5.0,may,216.0,3.0,-1.0,0.0,unknown,0.0
329,41.0,blue-collar,married,secondary,no,290.0,yes,no,unknown,5.0,may,240.0,2.0,-1.0,0.0,unknown,0.0
330,,,,,,,,,,,,,,,,,0.0
331,42.0,blue-collar,married,unknown,no,57.0,yes,no,unknown,5.0,may,425.0,2.0,-1.0,0.0,unknown,0.0
332,30.0,blue-collar,single,secondary,no,-457.0,yes,no,unknown,5.0,may,143.0,2.0,-1.0,0.0,unknown,0.0
333,58.0,management,single,tertiary,no,1387.0,yes,no,unknown,5.0,may,174.0,5.0,-1.0,0.0,unknown,0.0
334,,,,,,,,,,,,,,,,,1.0
335,,,,,,,,,,,,,,,,,0.0
336,42.0,admin.,single,secondary,no,1022.0,yes,no,unknown,5.0,may,146.0,2.0,-1.0,0.0,unknown,0.0
337,,,,,,,,,,,,,,,,,1.0
338,,,,,,,,,,,,,,,,,0.0
339,32.0,services,single,secondary,no,121.0,yes,no,unknown,5.0,may,213.0,2.0,-1.0,0.0,unknown,1.0
340,41.0,blue-collar,single,secondary,no,842.0,yes,no,unknown,5.0,may,144.0,3.0,-1.0,0.0,unknown,0.0
341,43.0,management,divorced,secondary,no,693.0,yes,no,unknown,5.0,may,124.0,3.0,-1.0,0.0,unknown,1.0
342,,,,,,,,,,,,,,,,,0.0
343,,,,,,,,,,,,,,,,,0.0
344,,,,,,,,,,,,,,,,,0.0
345,53.0,services,married,unknown,no,18.0,no,no,unknown,5.0,may,503.0,2.0,-1.0,0.0,unknown,0.0
346,,,,,,,,,,,,,,,,,0.0
347,39.0,blue-collar,married,primary,no,-100.0,yes,no,unknown,5.0,may,680.0,2.0,-1.0,0.0,unknown,1.0
348,44.0,services,married,tertiary,no,510.0,yes,no,unknown,5.0,may,421.0,4.0,-1.0,0.0,unknown,0.0
349,55.0,management,married,tertiary,no,685.0,yes,no,unknown,5.0,may,174.0,3.0,-1.0,0.0,unknown,0.0
350,46.0,management,single,tertiary,no,187.0,yes,no,unknown,5.0,may,113.0,2.0,-1.0,0.0,unknown,0.0
351,45.0,blue-collar,married,secondary,no,66.0,yes,no,unknown,5.0,may,808.0,2.0,-1.0,0.0,unknown,0.0
352,34.0,admin.,married,secondary,no,560.0,yes,no,unknown,5.0,may,198.0,3.0,-1.0,0.0,unknown,0.0
353,,,,,,,,,,,,,,,,,0.0
354,59.0,unknown,divorced,unknown,no,27.0,no,no,unknown,5.0,may,347.0,3.0,-1.0,0.0,unknown,0.0
355,31.0,admin.,single,secondary,no,12.0,yes,no,unknown,5.0,may,208.0,2.0,-1.0,0.0,unknown,1.0
356,,,,,,,,,,,,,,,,,0.0
357,33.0,entrepreneur,single,tertiary,no,1068.0,yes,no,unknown,5.0,may,396.0,2.0,-1.0,0.0,unknown,0.0
358,,,,,,,,,,,,,,,,,0.0
359,46.0,admin.,single,tertiary,no,377.0,yes,no,unknown,5.0,may,98.0,2.0,-1.0,0.0,unknown,0.0
360,48.0,management,married,tertiary,no,263.0,yes,no,unknown,5.0,may,350.0,2.0,-1.0,0.0,unknown,0.0
361,42.0,services,married,secondary,no,1263.0,yes,no,unknown,6.0,may,114.0,2.0,-1.0,0.0,unknown,0.0
362,27.0,services,married,secondary,no,8.0,yes,no,unknown,6.0,may,88.0,3.0,-1.0,0.0,unknown,0.0
363,48.0,admin.,married,secondary,no,126.0,yes,yes,unknown,6.0,may,379.0,2.0,-1.0,0.0,unknown,0.0
364,,,,,,,,,,,,,,,,,0.0
365,46.0,technician,married,tertiary,no,841.0,yes,no,unknown,6.0,may,158.0,1.0,-1.0,0.0,unknown,0.0
366,38.0,admin.,divorced,secondary,no,308.0,yes,no,unknown,6.0,may,102.0,1.0,-1.0,0.0,unknown,0.0
367,43.0,management,divorced,tertiary,no,1.0,yes,no,unknown,6.0,may,306.0,1.0,-1.0,0.0,unknown,0.0
368,,,,,,,,,,,,,,,,,0.0
369,,,,,,,,,,,,,,,,,1.0
370,,,,,,,,,,,,,,,,,0.0
371,,,,,,,,,,,,,,,,,0.0
372,37.0,blue-collar,married,secondary,no,1293.0,no,no,unknown,6.0,may,652.0,1.0,-1.0,0.0,unknown,0.0
373,25.0,admin.,single,secondary,no,122.0,yes,no,unknown,6.0,may,286.0,1.0,-1.0,0.0,unknown,0.0
374,,,,,,,,,,,,,,,,,0.0
375,49.0,blue-collar,single,secondary,no,143.0,yes,no,unknown,6.0,may,83.0,1.0,-1.0,0.0,unknown,0.0
376,,,,,,,,,,,,,,,,,0.0
377,,,,,,,,,,,,,,,,,1.0
378,,,,,,,,,,,,,,,,,0.0
379,55.0,blue-collar,married,secondary,no,224.0,yes,no,unknown,6.0,may,232.0,1.0,-1.0,0.0,unknown,1.0
380,38.0,blue-collar,married,secondary,no,757.0,yes,no,unknown,6.0,may,133.0,1.0,-1.0,0.0,unknown,0.0
381,,,,,,,,,,,,,,,,,0.0
382,40.0,management,married,secondary,no,8486.0,no,no,unknown,6.0,may,260.0,3.0,-1.0,0.0,unknown,0.0
383,43.0,admin.,married,unknown,no,350.0,no,no,unknown,6.0,may,437.0,1.0,-1.0,0.0,unknown,0.0
384,38.0,blue-collar,married,secondary,no,20.0,yes,no,unknown,6.0,may,402.0,1.0,-1.0,0.0,unknown,0.0
385,58.0,services,married,secondary,no,1667.0,yes,yes,unknown,6.0,may,85.0,1.0,-1.0,0.0,unknown,0.0
386,57.0,technician,married,unknown,no,345.0,yes,no,unknown,6.0,may,125.0,1.0,-1.0,0.0,unknown,0.0
387,32.0,unemployed,married,secondary,no,10.0,yes,no,unknown,6.0,may,501.0,4.0,-1.0,0.0,unknown,0.0
388,56.0,management,married,tertiary,no,830.0,yes,yes,unknown,6.0,may,1201.0,1.0,-1.0,0.0,unknown,0.0
389,58.0,blue-collar,divorced,unknown,no,29.0,yes,no,unknown,6.0,may,253.0,1.0,-1.0,0.0,unknown,1.0
390,60.0,retired,divorced,secondary,no,545.0,yes,no,unknown,6.0,may,1030.0,1.0,-1.0,0.0,unknown,0.0
391,37.0,technician,married,tertiary,no,8730.0,yes,no,unknown,6.0,may,149.0,1.0,-1.0,0.0,unknown,0.0
392,,,,,,,,,,,,,,,,,0.0
393,27.0,admin.,married,secondary,no,4.0,yes,no,unknown,6.0,may,243.0,1.0,-1.0,0.0,unknown,1.0
394,,,,,,,,,,,,,,,,,0.0
395,32.0,technician,single,secondary,no,0.0,yes,yes,unknown,6.0,may,135.0,3.0,-1.0,0.0,unknown,0.0
396,40.0,admin.,single,secondary,no,263.0,yes,no,unknown,6.0,may,231.0,1.0,-1.0,0.0,unknown,1.0
397,,,,,,,,,,,,,,,,,0.0
398,,,,,,,,,,,,,,,,,0.0
399,,,,,,,,,,,,,,,,,0.0
400,42.0,housemaid,married,primary,no,17.0,yes,no,unknown,6.0,may,124.0,1.0,-1.0,0.0,unknown,0.0
401,,,,,,,,,,,,,,,,,0.0
402,,,,,,,,,,,,,,,,,1.0
403,,,,,,,,,,,,,,,,,0.0
404,52.0,technician,married,unknown,no,7.0,no,no,unknown,6.0,may,203.0,2.0,-1.0,0.0,unknown,0.0
405,50.0,management,married,tertiary,no,0.0,no,no,unknown,6.0,may,326.0,1.0,-1.0,0.0,unknown,0.0
406,58.0,retired,married,tertiary,no,0.0,no,no,unknown,6.0,may,393.0,1.0,-1.0,0.0,unknown,0.0
407,46.0,blue-collar,divorced,primary,no,1927.0,yes,no,unknown,6.0,may,241.0,3.0,-1.0,0.0,unknown,0.0
408,,,,,,,,,,,,,,,,,0.0
409,46.0,blue-collar,married,secondary,no,1660.0,yes,no,unknown,6.0,may,259.0,1.0,-1.0,0.0,unknown,0.0
410,,,,,,,,,,,,,,,,,0.0
411,51.0,blue-collar,married,primary,no,230.0,yes,no,unknown,6.0,may,673.0,1.0,-1.0,0.0,unknown,0.0
412,,,,,,,,,,,,,,,,,0.0
413,,,,,,,,,,,,,,,,,0.0
414,,,,,,,,,,,,,,,,,0.0
415,34.0,admin.,divorced,secondary,no,67.0,yes,no,unknown,6.0,may,90.0,1.0,-1.0,0.0,unknown,0.0
416,40.0,technician,married,secondary,no,77.0,no,no,unknown,6.0,may,505.0,1.0,-1.0,0.0,unknown,1.0
417,43.0,unemployed,married,secondary,no,0.0,yes,no,unknown,6.0,may,245.0,1.0,-1.0,0.0,unknown,0.0
418,52.0,blue-collar,divorced,primary,no,55.0,yes,yes,unknown,6.0,may,186.0,1.0,-1.0,0.0,unknown,0.0
419,33.0,technician,married,secondary,yes,72.0,yes,no,unknown,6.0,may,623.0,1.0,-1.0,0.0,unknown,0.0
420,,,,,,,,,,,,,,,,,0.0
421,32.0,management,single,tertiary,no,151.0,yes,no,unknown,6.0,may,118.0,1.0,-1.0,0.0,unknown,0.0
422,,,,,,,,,,,,,,,,,1.0
423,40.0,blue-collar,married,secondary,no,0.0,yes,no,unknown,6.0,may,225.0,1.0,-1.0,0.0,unknown,1.0
424,38.0,technician,single,tertiary,no,9.0,yes,no,unknown,6.0,may,185.0,3.0,-1.0,0.0,unknown,0.0
425,,,,,,,,,,,,,,,,,0.0
426,39.0,services,married,secondary,no,1142.0,yes,no,unknown,6.0,may,276.0,1.0,-1.0,0.0,unknown,0.0
427,,,,,,,,,,,,,,,,,0.0
428,38.0,technician,single,tertiary,no,4325.0,yes,no,unknown,6.0,may,87.0,1.0,-1.0,0.0,unknown,0.0
429,40.0,blue-collar,married,secondary,no,217.0,yes,no,unknown,6.0,may,195.0,1.0,-1.0,0.0,unknown,0.0
430,55.0,admin.,married,secondary,no,131.0,yes,no,unknown,6.0,may,744.0,1.0,-1.0,0.0,unknown,0.0
431,42.0,management,married,tertiary,no,1680.0,yes,no,unknown,6.0,may,765.0,1.0,-1.0,0.0,unknown,1.0
432,39.0,blue-collar,married,secondary,no,0.0,yes,no,unknown,6.0,may,262.0,1.0,-1.0,0.0,unknown,0.0
433,40.0,blue-collar,married,primary,no,46.0,yes,no,unknown,6.0,may,119.0,1.0,-1.0,0.0,unknown,0.0
434,32.0,blue-collar,married,secondary,no,320.0,yes,no,unknown,6.0,may,198.0,2.0,-1.0,0.0,unknown,0.0
435,,,,,,,,,,,,,,,,,0.0
436,45.0,blue-collar,married,secondary,no,39.0,no,no,unknown,6.0,may,241.0,1.0,-1.0,0.0,unknown,0.0
437,35.0,management,single,tertiary,no,560.0,yes,no,unknown,6.0,may,181.0,1.0,-1.0,0.0,unknown,0.0
438,58.0,technician,divorced,secondary,no,469.0,no,no,unknown,6.0,may,196.0,1.0,-1.0,0.0,unknown,0.0
439,35.0,admin.,married,secondary,no,530.0,yes,no,unknown,6.0,may,149.0,1.0,-1.0,0.0,unknown,1.0
440,,,,,,,,,,,,,,,,,0.0
441,34.0,technician,single,tertiary,no,242.0,yes,no,unknown,6.0,may,112.0,1.0,-1.0,0.0,unknown,0.0
442,,,,,,,,,,,,,,,,,0.0
443,24.0,self-employed,single,secondary,no,0.0,yes,no,unknown,6.0,may,278.0,1.0,-1.0,0.0,unknown,0.0
444,34.0,technician,married,secondary,no,367.0,yes,no,unknown,6.0,may,140.0,1.0,-1.0,0.0,unknown,0.0
445,,,,,,,,,,,,,,,,,0.0
446,39.0,technician,single,unknown,no,45248.0,yes,no,unknown,6.0,may,1623.0,1.0,-1.0,0.0,unknown,1.0
447,50.0,self-employed,married,unknown,no,-84.0,yes,no,unknown,6.0,may,101.0,1.0,-1.0,0.0,unknown,0.0
448,32.0,services,single,secondary,no,310.0,yes,no,unknown,6.0,may,144.0,1.0,-1.0,0.0,unknown,0.0
449,,,,,,,,,,,,,,,,,0.0
450,50.0,technician,married,secondary,no,797.0,yes,no,unknown,6.0,may,354.0,1.0,-1.0,0.0,unknown,0.0
451,,,,,,,,,,,,,,,,,0.0
452,,,,,,,,,,,,,,,,,1.0
453,,,,,,,,,,,,,,,,,0.0
454,34.0,blue-collar,married,secondary,no,270.0,yes,yes,unknown,6.0,may,159.0,1.0,-1.0,0.0,unknown,0.0
455,,,,,,,,,,,,,,,,,0.0
456,40.0,admin.,single,secondary,no,-109.0,yes,yes,unknown,6.0,may,170.0,1.0,-1.0,0.0,unknown,0.0
457,37.0,technician,married,secondary,no,1.0,yes,no,unknown,6.0,may,608.0,1.0,-1.0,0.0,unknown,0.0
458,,,,,,,,,,,,,,,,,0.0
459,35.0,blue-collar,married,secondary,no,89.0,yes,no,unknown,6.0,may,145.0,2.0,-1.0,0.0,unknown,0.0
460,58.0,blue-collar,divorced,secondary,no,-11.0,no,no,unknown,6.0,may,112.0,1.0,-1.0,0.0,unknown,0.0
461,39.0,blue-collar,married,primary,no,0.0,yes,no,unknown,6.0,may,262.0,2.0,-1.0,0.0,unknown,0.0
462,,,,,,,,,,,,,,,,,0.0
463,,,,,,,,,,,,,,,,,0.0
464,36.0,services,single,primary,no,58.0,yes,no,unknown,6.0,may,134.0,1.0,-1.0,0.0,unknown,1.0
465,,,,,,,,,,,,,,,,,0.0
466,36.0,admin.,single,secondary,no,20.0,yes,no,unknown,6.0,may,186.0,1.0,-1.0,0.0,unknown,0.0
467,50.0,blue-collar,married,primary,no,71.0,yes,no,unknown,6.0,may,678.0,1.0,-1.0,0.0,unknown,0.0
468,55.0,blue-collar,married,secondary,no,52.0,yes,no,unknown,6.0,may,182.0,1.0,-1.0,0.0,unknown,0.0
469,44.0,self-employed,married,tertiary,no,292.0,yes,no,unknown,6.0,may,162.0,1.0,-1.0,0.0,unknown,0.0
470,44.0,services,divorced,secondary,no,424.0,yes,no,unknown,6.0,may,27.0,1.0,-1.0,0.0,unknown,1.0
471,39.0,housemaid,single,primary,no,109.0,yes,no,unknown,6.0,may,699.0,3.0,-1.0,0.0,unknown,1.0
472,46.0,blue-collar,married,unknown,no,1044.0,yes,no,unknown,6.0,may,43.0,1.0,-1.0,0.0,unknown,0.0
473,,,,,,,,,,,,,,,,,0.0
474,34.0,admin.,married,secondary,no,869.0,no,no,unknown,6.0,may,1677.0,1.0,-1.0,0.0,unknown,1.0
475,40.0,blue-collar,married,primary,no,668.0,yes,no,unknown,6.0,may,283.0,2.0,-1.0,0.0,unknown,0.0
476,50.0,management,married,tertiary,no,964.0,yes,no,unknown,6.0,may,323.0,1.0,-1.0,0.0,unknown,0.0
477,31.0,management,single,secondary,no,301.0,yes,no,unknown,6.0,may,82.0,1.0,-1.0,0.0,unknown,0.0
478,37.0,admin.,single,secondary,no,140.0,yes,no,unknown,6.0,may,310.0,1.0,-1.0,0.0,unknown,1.0
479,39.0,management,single,secondary,no,1877.0,yes,no,unknown,6.0,may,185.0,1.0,-1.0,0.0,unknown,0.0
480,51.0,blue-collar,married,primary,no,1127.0,yes,no,unknown,6.0,may,47.0,1.0,-1.0,0.0,unknown,0.0
481,41.0,technician,married,secondary,no,871.0,yes,no,unknown,6.0,may,145.0,1.0,-1.0,0.0,unknown,0.0
482,41.0,technician,married,secondary,no,767.0,yes,yes,unknown,6.0,may,204.0,1.0,-1.0,0.0,unknown,0.0
483,43.0,blue-collar,married,secondary,no,0.0,no,no,unknown,6.0,may,187.0,1.0,-1.0,0.0,unknown,0.0
484,30.0,services,single,secondary,no,209.0,yes,no,unknown,6.0,may,30.0,2.0,-1.0,0.0,unknown,0.0
485,54.0,management,divorced,primary,no,0.0,no,no,unknown,6.0,may,472.0,1.0,-1.0,0.0,unknown,0.0
486,43.0,blue-collar,divorced,secondary,no,110.0,yes,yes,unknown,6.0,may,448.0,1.0,-1.0,0.0,unknown,0.0
487,59.0,management,divorced,tertiary,no,-76.0,yes,yes,unknown,6.0,may,264.0,1.0,-1.0,0.0,unknown,0.0
488,47.0,technician,married,unknown,no,178.0,yes,no,unknown,6.0,may,169.0,1.0,-1.0,0.0,unknown,0.0
489,40.0,blue-collar,married,primary,no,-66.0,yes,no,unknown,6.0,may,288.0,1.0,-1.0,0.0,unknown,1.0
490,32.0,technician,married,secondary,no,0.0,yes,no,unknown,6.0,may,176.0,2.0,-1.0,0.0,unknown,0.0
491,29.0,blue-collar,married,secondary,no,1.0,yes,no,unknown,6.0,may,215.0,1.0,-1.0,0.0,unknown,0.0
492,,,,,,,,,,,,,,,,,0.0
493,55.0,unemployed,married,tertiary,no,5345.0,no,no,unknown,6.0,may,278.0,1.0,-1.0,0.0,unknown,1.0
494,30.0,blue-collar,divorced,secondary,no,-209.0,yes,no,unknown,6.0,may,188.0,2.0,-1.0,0.0,unknown,0.0
495,39.0,admin.,single,secondary,no,0.0,yes,no,unknown,6.0,may,174.0,2.0,-1.0,0.0,unknown,0.0
496,39.0,blue-collar,divorced,secondary,no,42.0,yes,no,unknown,6.0,may,226.0,2.0,-1.0,0.0,unknown,1.0
497,,,,,,,,,,,,,,,,,0.0
498,44.0,blue-collar,married,secondary,no,-99.0,yes,no,unknown,6.0,may,111.0,2.0,-1.0,0.0,unknown,0.0
499,,,,,,,,,,,,,,,,,0.0
500,,,,,,,,,,,,,,,,,0.0
501,,,,,,,,,,,,,,,,,0.0
502,37.0,management,single,tertiary,no,230.0,yes,yes,unknown,6.0,may,374.0,1.0,-1.0,0.0,unknown,0.0
503,,,,,,,,,,,,,,,,,0.0
504,,,,,,,,,,,,,,,,,0.0
505,,,,,,,,,,,,,,,,,0.0
506,,,,,,,,,,,,,,,,,0.0
507,,,,,,,,,,,,,,,,,0.0
508,,,,,,,,,,,,,,,,,0.0
509,26.0,admin.,single,secondary,no,712.0,yes,no,unknown,6.0,may,232.0,1.0,-1.0,0.0,unknown,0.0
510,58.0,retired,married,secondary,no,5435.0,yes,no,unknown,6.0,may,118.0,1.0,-1.0,0.0,unknown,0.0
511,,,,,,,,,,,,,,,,,0.0
512,,,,,,,,,,,,,,,,,0.0
513,41.0,blue-collar,married,primary,no,0.0,yes,yes,unknown,6.0,may,238.0,1.0,-1.0,0.0,unknown,0.0
514,,,,,,,,,,,,,,,,,0.0
515,49.0,entrepreneur,married,secondary,no,167.0,yes,yes,unknown,6.0,may,198.0,3.0,-1.0,0.0,unknown,0.0
516,,,,,,,,,,,,,,,,,0.0
517,44.0,blue-collar,married,primary,no,148.0,yes,no,unknown,6.0,may,211.0,1.0,-1.0,0.0,unknown,0.0
518,31.0,technician,married,secondary,no,17.0,yes,yes,unknown,6.0,may,120.0,1.0,-1.0,0.0,unknown,0.0
519,,,,,,,,,,,,,,,,,0.0
520,,,,,,,,,,,,,,,,,0.0
521,42.0,management,married,tertiary,no,744.0,no,no,unknown,6.0,may,157.0,1.0,-1.0,0.0,unknown,0.0
522,,,,,,,,,,,,,,,,,0.0
523,,,,,,,,,,,,,,,,,0.0
524,53.0,retired,married,primary,no,136.0,yes,no,unknown,6.0,may,267.0,2.0,-1.0,0.0,unknown,0.0
525,43.0,blue-collar,married,secondary,no,1335.0,yes,no,unknown,6.0,may,371.0,2.0,-1.0,0.0,unknown,0.0
526,38.0,management,married,secondary,no,517.0,yes,no,unknown,6.0,may,288.0,2.0,-1.0,0.0,unknown,0.0
527,,,,,,,,,,,,,,,,,0.0
528,48.0,management,divorced,unknown,no,549.0,yes,no,unknown,6.0,may,427.0,1.0,-1.0,0.0,unknown,1.0
529,30.0,admin.,divorced,secondary,no,83.0,yes,yes,unknown,6.0,may,310.0,1.0,-1.0,0.0,unknown,0.0
530,44.0,blue-collar,married,primary,no,213.0,no,no,unknown,6.0,may,158.0,1.0,-1.0,0.0,unknown,0.0
531,,,,,,,,,,,,,,,,,0.0
532,42.0,services,single,secondary,no,518.0,yes,no,unknown,6.0,may,198.0,1.0,-1.0,0.0,unknown,1.0
533,,,,,,,,,,,,,,,,,0.0
534,52.0,admin.,married,secondary,no,1236.0,yes,no,unknown,6.0,may,247.0,1.0,-1.0,0.0,unknown,0.0
535,45.0,blue-collar,divorced,secondary,no,756.0,yes,no,unknown,6.0,may,179.0,2.0,-1.0,0.0,unknown,0.0
536,,,,,,,,,,,,,,,,,1.0
537,,,,,,,,,,,,,,,,,0.0
538,,,,,,,,,,,,,,,,,0.0
539,,,,,,,,,,,,,,,,,0.0
540,,,,,,,,,,,,,,,,,0.0
541,,,,,,,,,,,,,,,,,0.0
542,,,,,,,,,,,,,,,,,0.0
543,34.0,admin.,single,secondary,no,0.0,yes,no,unknown,6.0,may,150.0,1.0,-1.0,0.0,unknown,0.0
544,40.0,unemployed,single,secondary,no,11.0,yes,no,unknown,6.0,may,43.0,1.0,-1.0,0.0,unknown,0.0
545,,,,,,,,,,,,,,,,,0.0
546,,,,,,,,,,,,,,,,,0.0
547,45.0,blue-collar,married,secondary,no,82.0,yes,no,unknown,6.0,may,250.0,1.0,-1.0,0.0,unknown,0.0
548,36.0,self-employed,married,tertiary,no,107.0,yes,no,unknown,6.0,may,146.0,1.0,-1.0,0.0,unknown,0.0
549,,,,,,,,,,,,,,,,,0.0
550,42.0,services,divorced,secondary,no,372.0,yes,yes,unknown,6.0,may,121.0,2.0,-1.0,0.0,unknown,0.0
551,,,,,,,,,,,,,,,,,0.0
552,30.0,student,single,tertiary,no,34.0,yes,no,unknown,6.0,may,289.0,1.0,-1.0,0.0,unknown,1.0
553,,,,,,,,,,,,,,,,,0.0
554,33.0,blue-collar,married,secondary,no,-10.0,yes,no,unknown,6.0,may,123.0,1.0,-1.0,0.0,unknown,0.0
555,36.0,admin.,married,secondary,no,-106.0,yes,no,unknown,6.0,may,130.0,2.0,-1.0,0.0,unknown,0.0
556,,,,,,,,,,,,,,,,,0.0
557,,,,,,,,,,,,,,,,,0.0
558,39.0,blue-collar,divorced,unknown,no,170.0,yes,no,unknown,6.0,may,268.0,2.0,-1.0,0.0,unknown,0.0
559,42.0,technician,married,secondary,no,315.0,yes,no,unknown,6.0,may,259.0,2.0,-1.0,0.0,unknown,0.0
560,,,,,,,,,,,,,,,,,0.0
561,36.0,admin.,divorced,secondary,no,131.0,yes,no,unknown,6.0,may,153.0,1.0,-1.0,0.0,unknown,0.0
562,35.0,entrepreneur,married,secondary,yes,204.0,yes,no,unknown,6.0,may,424.0,2.0,-1.0,0.0,unknown,0.0
563,,,,,,,,,,,,,,,,,0.0
564,59.0,services,divorced,secondary,no,0.0,yes,yes,unknown,6.0,may,97.0,1.0,-1.0,0.0,unknown,0.0
565,57.0,blue-collar,married,primary,no,5431.0,yes,yes,unknown,6.0,may,383.0,1.0,-1.0,0.0,unknown,0.0
566,38.0,management,married,unknown,no,1759.0,yes,no,unknown,6.0,may,440.0,1.0,-1.0,0.0,unknown,0.0
567,,,,,,,,,,,,,,,,,0.0
568,34.0,blue-collar,married,secondary,no,0.0,no,no,unknown,6.0,may,195.0,1.0,-1.0,0.0,unknown,0.0
569,28.0,services,single,secondary,no,5090.0,yes,no,unknown,6.0,may,1297.0,3.0,-1.0,0.0,unknown,0.0
570,,,,,,,,,,,,,,,,,0.0
571,56.0,blue-collar,married,secondary,no,1602.0,yes,no,unknown,6.0,may,427.0,1.0,-1.0,0.0,unknown,0.0
572,,,,,,,,,,,,,,,,,0.0
573,,,,,,,,,,,,,,,,,0.0
574,54.0,services,married,secondary,no,193.0,no,no,unknown,6.0,may,179.0,1.0,-1.0,0.0,unknown,0.0
575,,,,,,,,,,,,,,,,,0.0
576,53.0,entrepreneur,married,secondary,no,288.0,no,no,unknown,6.0,may,69.0,1.0,-1.0,0.0,unknown,0.0
577,47.0,technician,married,secondary,no,19.0,yes,no,unknown,6.0,may,105.0,2.0,-1.0,0.0,unknown,0.0
578,,,,,,,,,,,,,,,,,0.0
579,46.0,services,married,secondary,no,216.0,yes,no,unknown,6.0,may,524.0,2.0,-1.0,0.0,unknown,0.0
580,,,,,,,,,,,,,,,,,0.0
581,56.0,technician,divorced,secondary,no,99.0,yes,no,unknown,6.0,may,155.0,2.0,-1.0,0.0,unknown,0.0
582,,,,,,,,,,,,,,,,,0.0
583,,,,,,,,,,,,,,,,,0.0
584,37.0,technician,married,primary,no,0.0,yes,no,unknown,6.0,may,76.0,4.0,-1.0,0.0,unknown,1.0
585,35.0,blue-collar,married,primary,no,0.0,yes,no,unknown,6.0,may,154.0,2.0,-1.0,0.0,unknown,0.0
586,55.0,blue-collar,married,secondary,no,840.0,yes,no,unknown,6.0,may,310.0,2.0,-1.0,0.0,unknown,0.0
587,37.0,services,married,secondary,no,358.0,yes,no,unknown,6.0,may,390.0,3.0,-1.0,0.0,unknown,0.0
588,30.0,technician,single,secondary,no,0.0,yes,no,unknown,6.0,may,369.0,1.0,-1.0,0.0,unknown,0.0
589,37.0,blue-collar,married,primary,no,-325.0,yes,yes,unknown,6.0,may,112.0,2.0,-1.0,0.0,unknown,0.0
590,36.0,technician,single,secondary,no,-15.0,yes,no,unknown,6.0,may,341.0,3.0,-1.0,0.0,unknown,0.0
591,38.0,technician,married,secondary,no,581.0,yes,no,unknown,6.0,may,79.0,1.0,-1.0,0.0,unknown,0.0
592,41.0,admin.,divorced,primary,no,4070.0,yes,no,unknown,6.0,may,140.0,2.0,-1.0,0.0,unknown,0.0
593,48.0,retired,married,secondary,no,74.0,no,yes,unknown,6.0,may,315.0,1.0,-1.0,0.0,unknown,0.0
594,,,,,,,,,,,,,,,,,0.0
