,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,Class
9520,38.0,blue-collar,married,secondary,no,3598.0,no,no,unknown,6.0,jun,154.0,1.0,-1.0,0.0,unknown,1
34346,31.0,management,single,tertiary,no,12857.0,yes,no,telephone,4.0,may,483.0,4.0,87.0,2.0,success,2
8954,43.0,management,divorced,tertiary,no,350.0,yes,no,unknown,4.0,jun,128.0,1.0,-1.0,0.0,unknown,1
2129,27.0,admin.,single,secondary,no,1.0,yes,no,unknown,12.0,may,86.0,1.0,-1.0,0.0,unknown,1
35513,51.0,management,married,tertiary,no,1854.0,yes,yes,cellular,7.0,may,166.0,3.0,338.0,2.0,failure,1
14035,26.0,housemaid,married,secondary,no,-759.0,yes,no,cellular,11.0,jul,191.0,1.0,-1.0,0.0,unknown,1
11492,59.0,entrepreneur,married,primary,no,0.0,no,no,unknown,19.0,jun,239.0,1.0,-1.0,0.0,unknown,1
1547,53.0,blue-collar,married,secondary,no,359.0,no,yes,unknown,8.0,may,238.0,8.0,-1.0,0.0,unknown,1
19752,33.0,management,married,tertiary,no,2126.0,no,no,cellular,8.0,aug,174.0,2.0,-1.0,0.0,unknown,1
2371,37.0,admin.,married,secondary,no,36.0,yes,no,unknown,13.0,may,428.0,1.0,-1.0,0.0,unknown,1
5844,40.0,blue-collar,married,secondary,no,3311.0,yes,yes,unknown,26.0,may,243.0,6.0,-1.0,0.0,unknown,1
11191,38.0,blue-collar,divorced,secondary,no,889.0,no,yes,unknown,18.0,jun,362.0,1.0,-1.0,0.0,unknown,1
19256,56.0,services,married,secondary,yes,-8.0,no,no,cellular,6.0,aug,159.0,2.0,-1.0,0.0,unknown,1
41,50.0,management,married,secondary,no,49.0,yes,no,unknown,5.0,may,180.0,2.0,-1.0,0.0,unknown,1
39665,34.0,admin.,married,secondary,no,1406.0,yes,no,cellular,27.0,may,145.0,1.0,-1.0,0.0,unknown,2
42466,41.0,unemployed,married,secondary,no,1077.0,yes,yes,telephone,9.0,dec,207.0,3.0,387.0,2.0,failure,2
21393,55.0,housemaid,married,primary,no,0.0,no,no,cellular,18.0,aug,984.0,2.0,-1.0,0.0,unknown,1
19127,59.0,housemaid,married,secondary,no,1040.0,no,no,cellular,5.0,aug,123.0,2.0,-1.0,0.0,unknown,1
20786,51.0,technician,married,secondary,no,52.0,no,no,cellular,13.0,aug,114.0,2.0,-1.0,0.0,unknown,1
35259,33.0,admin.,single,tertiary,no,475.0,yes,no,cellular,7.0,may,1046.0,1.0,-1.0,0.0,unknown,2
22634,45.0,technician,single,secondary,no,11.0,no,no,cellular,22.0,aug,247.0,1.0,-1.0,0.0,unknown,1
24315,50.0,technician,single,secondary,no,246.0,yes,no,cellular,17.0,nov,270.0,1.0,123.0,2.0,failure,1
32073,34.0,services,married,secondary,no,6662.0,yes,yes,cellular,14.0,apr,308.0,2.0,-1.0,0.0,unknown,1
42531,39.0,unemployed,single,secondary,no,804.0,no,no,cellular,21.0,dec,193.0,8.0,203.0,1.0,success,1
30310,47.0,unemployed,single,primary,no,289.0,no,no,cellular,5.0,feb,210.0,1.0,-1.0,0.0,unknown,1
40955,58.0,blue-collar,married,primary,no,0.0,no,no,telephone,13.0,aug,181.0,1.0,-1.0,0.0,unknown,1
20003,33.0,technician,single,tertiary,no,6127.0,no,no,cellular,8.0,aug,127.0,3.0,-1.0,0.0,unknown,1
28795,36.0,blue-collar,married,secondary,no,160.0,yes,no,cellular,30.0,jan,344.0,2.0,-1.0,0.0,unknown,1
17630,38.0,technician,single,secondary,no,1655.0,no,no,cellular,29.0,jul,392.0,2.0,-1.0,0.0,unknown,1
17299,28.0,blue-collar,married,tertiary,no,902.0,yes,no,telephone,28.0,jul,296.0,2.0,-1.0,0.0,unknown,1
15500,33.0,technician,married,secondary,no,272.0,yes,no,cellular,18.0,jul,166.0,2.0,-1.0,0.0,unknown,1
28551,49.0,unemployed,married,primary,no,518.0,no,no,cellular,29.0,jan,1917.0,2.0,-1.0,0.0,unknown,2
44698,34.0,technician,married,secondary,no,384.0,yes,no,cellular,6.0,sep,127.0,2.0,831.0,1.0,other,1
40135,26.0,services,single,secondary,no,2158.0,yes,yes,telephone,5.0,jun,227.0,1.0,-1.0,0.0,unknown,1
17909,51.0,housemaid,married,tertiary,no,390.0,yes,no,cellular,30.0,jul,102.0,3.0,-1.0,0.0,unknown,1
40344,58.0,retired,married,primary,no,2074.0,no,no,cellular,18.0,jun,259.0,2.0,-1.0,0.0,unknown,2
33403,31.0,blue-collar,married,secondary,no,1660.0,yes,no,cellular,20.0,apr,342.0,1.0,-1.0,0.0,unknown,1
11597,47.0,entrepreneur,married,secondary,no,0.0,no,no,unknown,19.0,jun,563.0,2.0,-1.0,0.0,unknown,1
630,56.0,admin.,divorced,unknown,no,4246.0,yes,no,unknown,6.0,may,304.0,2.0,-1.0,0.0,unknown,1
35754,37.0,technician,divorced,secondary,no,262.0,yes,no,cellular,8.0,may,268.0,1.0,281.0,4.0,other,1
40028,56.0,retired,married,primary,no,1947.0,no,no,cellular,3.0,jun,124.0,1.0,34.0,2.0,failure,1
44960,58.0,admin.,divorced,secondary,no,3337.0,yes,no,telephone,8.0,oct,369.0,2.0,690.0,3.0,failure,2
23132,30.0,technician,single,secondary,no,893.0,no,no,cellular,26.0,aug,45.0,3.0,-1.0,0.0,unknown,1
20456,34.0,management,single,tertiary,no,1009.0,yes,no,cellular,12.0,aug,68.0,2.0,-1.0,0.0,unknown,1
2114,54.0,admin.,married,unknown,no,-337.0,yes,no,unknown,12.0,may,288.0,2.0,-1.0,0.0,unknown,1
12595,31.0,admin.,single,secondary,no,144.0,yes,no,unknown,4.0,jul,43.0,11.0,-1.0,0.0,unknown,1
22891,51.0,self-employed,married,primary,no,1242.0,no,no,cellular,25.0,aug,75.0,11.0,-1.0,0.0,unknown,1
8092,37.0,blue-collar,married,primary,no,3574.0,yes,no,unknown,2.0,jun,152.0,2.0,-1.0,0.0,unknown,1
18835,52.0,management,married,tertiary,no,1415.0,no,no,cellular,4.0,aug,163.0,1.0,-1.0,0.0,unknown,1
18043,38.0,technician,married,secondary,yes,238.0,no,no,cellular,30.0,jul,376.0,8.0,-1.0,0.0,unknown,1
32100,52.0,management,married,tertiary,no,1944.0,yes,no,cellular,15.0,apr,238.0,3.0,323.0,2.0,failure,1
30938,48.0,blue-collar,married,secondary,no,861.0,no,no,telephone,9.0,feb,49.0,6.0,-1.0,0.0,unknown,1
27672,46.0,admin.,married,secondary,no,9319.0,yes,no,cellular,21.0,nov,31.0,7.0,-1.0,0.0,unknown,1
16654,45.0,blue-collar,married,primary,no,1670.0,no,yes,cellular,24.0,jul,171.0,1.0,-1.0,0.0,unknown,1
20180,31.0,technician,single,tertiary,no,1463.0,no,no,cellular,11.0,aug,97.0,2.0,-1.0,0.0,unknown,1
12178,37.0,technician,single,tertiary,no,1609.0,no,yes,unknown,20.0,jun,10.0,19.0,-1.0,0.0,unknown,1
38724,33.0,blue-collar,single,primary,no,577.0,yes,no,cellular,15.0,may,59.0,4.0,-1.0,0.0,unknown,1
23322,30.0,technician,single,secondary,no,194.0,no,yes,cellular,27.0,aug,60.0,3.0,-1.0,0.0,unknown,1
37030,34.0,admin.,married,primary,no,412.0,yes,no,cellular,13.0,may,217.0,1.0,287.0,2.0,failure,1
8779,34.0,blue-collar,married,secondary,no,587.0,yes,no,unknown,4.0,jun,77.0,8.0,-1.0,0.0,unknown,1
25218,59.0,entrepreneur,married,tertiary,no,1553.0,no,yes,cellular,18.0,nov,79.0,2.0,-1.0,0.0,unknown,1
3076,47.0,management,divorced,tertiary,no,4556.0,yes,no,unknown,14.0,may,146.0,1.0,-1.0,0.0,unknown,1
22910,34.0,management,married,secondary,no,333.0,no,no,cellular,26.0,aug,90.0,4.0,-1.0,0.0,unknown,1
29797,43.0,services,single,secondary,no,370.0,yes,no,cellular,4.0,feb,257.0,1.0,-1.0,0.0,unknown,1
16878,37.0,technician,single,tertiary,no,2642.0,yes,no,cellular,25.0,jul,591.0,3.0,-1.0,0.0,unknown,1
30910,30.0,admin.,single,secondary,no,270.0,no,no,cellular,9.0,feb,123.0,1.0,-1.0,0.0,unknown,2
10610,37.0,management,single,tertiary,no,400.0,yes,no,unknown,16.0,jun,244.0,1.0,-1.0,0.0,unknown,1
40838,81.0,retired,married,primary,no,0.0,no,no,telephone,11.0,aug,198.0,1.0,-1.0,0.0,unknown,1
7249,47.0,blue-collar,married,secondary,no,7985.0,yes,no,unknown,29.0,may,347.0,1.0,-1.0,0.0,unknown,1
10144,39.0,services,divorced,secondary,no,2.0,yes,yes,unknown,11.0,jun,62.0,1.0,-1.0,0.0,unknown,1
23757,32.0,technician,married,secondary,no,-213.0,yes,no,cellular,28.0,aug,310.0,7.0,-1.0,0.0,unknown,1
41233,27.0,management,single,tertiary,no,377.0,no,no,cellular,21.0,aug,171.0,3.0,91.0,1.0,failure,1
31985,42.0,blue-collar,married,primary,no,2103.0,yes,no,cellular,13.0,apr,384.0,2.0,-1.0,0.0,unknown,2
7380,38.0,technician,married,secondary,no,381.0,yes,no,unknown,29.0,may,126.0,2.0,-1.0,0.0,unknown,1
13010,44.0,blue-collar,single,primary,no,-24.0,no,no,telephone,7.0,jul,564.0,1.0,-1.0,0.0,unknown,1
18934,37.0,management,married,tertiary,no,561.0,no,no,cellular,4.0,aug,204.0,2.0,-1.0,0.0,unknown,1
19901,33.0,technician,single,tertiary,no,340.0,no,no,cellular,8.0,aug,348.0,2.0,-1.0,0.0,unknown,1
29631,31.0,blue-collar,married,unknown,no,-120.0,yes,no,cellular,3.0,feb,100.0,3.0,201.0,2.0,failure,1
5524,60.0,services,married,secondary,no,-46.0,no,no,unknown,23.0,may,132.0,2.0,-1.0,0.0,unknown,1
1116,50.0,blue-collar,married,primary,yes,354.0,yes,no,unknown,7.0,may,123.0,2.0,-1.0,0.0,unknown,1
17228,43.0,services,married,secondary,no,-236.0,yes,no,cellular,28.0,jul,745.0,7.0,-1.0,0.0,unknown,2
28304,46.0,admin.,married,secondary,no,466.0,yes,no,cellular,29.0,jan,169.0,1.0,-1.0,0.0,unknown,1
6921,34.0,entrepreneur,married,tertiary,no,105.0,yes,no,unknown,28.0,may,249.0,2.0,-1.0,0.0,unknown,1
31796,52.0,services,married,primary,no,821.0,yes,yes,cellular,8.0,apr,426.0,2.0,-1.0,0.0,unknown,1
23351,48.0,blue-collar,married,primary,no,2321.0,no,no,cellular,27.0,aug,218.0,7.0,-1.0,0.0,unknown,1
20728,54.0,housemaid,married,primary,no,284.0,no,no,telephone,13.0,aug,127.0,4.0,-1.0,0.0,unknown,1
6360,33.0,technician,married,secondary,no,-616.0,yes,yes,unknown,27.0,may,320.0,1.0,-1.0,0.0,unknown,1
27461,53.0,management,married,primary,no,13901.0,yes,no,cellular,21.0,nov,59.0,1.0,-1.0,0.0,unknown,1
20741,49.0,technician,married,secondary,no,3392.0,no,no,cellular,13.0,aug,272.0,2.0,-1.0,0.0,unknown,1
29821,39.0,technician,married,unknown,no,931.0,yes,no,cellular,4.0,feb,64.0,1.0,-1.0,0.0,unknown,1
21820,30.0,technician,married,secondary,no,26.0,no,no,cellular,20.0,aug,55.0,2.0,-1.0,0.0,unknown,1
4983,31.0,technician,married,tertiary,no,1410.0,yes,no,unknown,21.0,may,42.0,1.0,-1.0,0.0,unknown,1
35757,48.0,services,divorced,secondary,no,62.0,yes,no,cellular,8.0,may,561.0,1.0,-1.0,0.0,unknown,1
3666,41.0,management,married,secondary,no,218.0,yes,no,unknown,16.0,may,247.0,1.0,-1.0,0.0,unknown,1
15175,33.0,self-employed,divorced,secondary,no,1904.0,yes,no,cellular,17.0,jul,1584.0,2.0,-1.0,0.0,unknown,2
8699,31.0,technician,single,tertiary,no,321.0,yes,no,unknown,3.0,jun,25.0,16.0,-1.0,0.0,unknown,1
2681,29.0,admin.,single,secondary,no,-44.0,yes,no,unknown,13.0,may,166.0,4.0,-1.0,0.0,unknown,1
41770,67.0,management,divorced,tertiary,no,361.0,no,no,cellular,13.0,oct,411.0,2.0,-1.0,0.0,unknown,2
31834,30.0,technician,single,secondary,no,2544.0,no,no,cellular,8.0,apr,108.0,2.0,-1.0,0.0,unknown,2
15000,37.0,technician,married,secondary,no,1142.0,yes,no,cellular,17.0,jul,309.0,2.0,-1.0,0.0,unknown,1
9025,59.0,retired,married,secondary,no,0.0,no,no,unknown,5.0,jun,812.0,1.0,-1.0,0.0,unknown,2
28327,47.0,management,married,secondary,no,1144.0,no,yes,cellular,29.0,jan,324.0,1.0,-1.0,0.0,unknown,1
1696,31.0,admin.,married,secondary,no,355.0,yes,no,unknown,9.0,may,239.0,1.0,-1.0,0.0,unknown,1
11787,49.0,blue-collar,married,primary,no,923.0,no,no,unknown,20.0,jun,471.0,2.0,-1.0,0.0,unknown,1
28393,32.0,blue-collar,single,secondary,no,1139.0,yes,no,cellular,29.0,jan,57.0,1.0,191.0,1.0,failure,1
1937,29.0,blue-collar,married,primary,no,608.0,yes,no,unknown,9.0,may,184.0,2.0,-1.0,0.0,unknown,1
20735,51.0,admin.,married,secondary,no,79.0,no,no,cellular,13.0,aug,89.0,2.0,-1.0,0.0,unknown,1
11835,39.0,admin.,single,secondary,no,470.0,yes,no,unknown,20.0,jun,44.0,2.0,-1.0,0.0,unknown,1
32148,32.0,services,single,secondary,no,133.0,no,no,cellular,15.0,apr,171.0,1.0,-1.0,0.0,unknown,2
28183,37.0,blue-collar,married,primary,no,345.0,yes,no,cellular,29.0,jan,344.0,1.0,188.0,2.0,failure,1
32339,35.0,blue-collar,married,primary,no,4319.0,no,no,cellular,16.0,apr,266.0,1.0,-1.0,0.0,unknown,1
37099,33.0,management,single,tertiary,no,0.0,yes,no,cellular,13.0,may,585.0,1.0,-1.0,0.0,unknown,2
3768,44.0,blue-collar,married,primary,no,1511.0,yes,no,unknown,16.0,may,96.0,2.0,-1.0,0.0,unknown,1
42575,20.0,student,single,unknown,no,755.0,no,no,cellular,29.0,dec,284.0,1.0,-1.0,0.0,unknown,2
34703,28.0,technician,single,tertiary,no,75.0,yes,yes,cellular,5.0,may,233.0,2.0,-1.0,0.0,unknown,1
39704,56.0,admin.,single,secondary,no,4118.0,no,no,telephone,27.0,may,165.0,1.0,-1.0,0.0,unknown,2
4584,33.0,services,married,secondary,no,210.0,yes,yes,unknown,20.0,may,201.0,1.0,-1.0,0.0,unknown,1
1360,37.0,services,married,secondary,no,50.0,yes,no,unknown,8.0,may,352.0,3.0,-1.0,0.0,unknown,1
8866,28.0,blue-collar,single,secondary,no,1232.0,yes,no,unknown,4.0,jun,201.0,2.0,-1.0,0.0,unknown,1
4311,51.0,management,single,tertiary,no,1146.0,yes,yes,unknown,19.0,may,458.0,4.0,-1.0,0.0,unknown,1
14287,51.0,blue-collar,married,primary,no,0.0,yes,no,telephone,14.0,jul,120.0,3.0,-1.0,0.0,unknown,1
39196,25.0,blue-collar,single,primary,no,292.0,yes,yes,cellular,18.0,may,1027.0,2.0,-1.0,0.0,unknown,2
21354,60.0,housemaid,married,secondary,no,1211.0,no,no,telephone,18.0,aug,268.0,2.0,-1.0,0.0,unknown,1
19959,51.0,technician,married,secondary,no,19.0,no,yes,cellular,8.0,aug,160.0,4.0,-1.0,0.0,unknown,1
5656,37.0,technician,married,secondary,no,-796.0,yes,yes,unknown,26.0,may,299.0,1.0,-1.0,0.0,unknown,1
15902,30.0,blue-collar,married,primary,no,1.0,yes,yes,telephone,22.0,jul,80.0,2.0,-1.0,0.0,unknown,1
18209,36.0,services,married,secondary,no,0.0,yes,no,cellular,30.0,jul,54.0,12.0,-1.0,0.0,unknown,1
26370,31.0,technician,married,secondary,no,503.0,no,no,cellular,20.0,nov,178.0,1.0,-1.0,0.0,unknown,1
40297,35.0,management,married,tertiary,no,2461.0,no,no,cellular,15.0,jun,205.0,2.0,81.0,4.0,other,1
42241,51.0,management,married,tertiary,no,346.0,no,no,cellular,12.0,nov,134.0,2.0,192.0,3.0,failure,2
6311,39.0,blue-collar,married,primary,no,1135.0,yes,no,unknown,27.0,may,35.0,1.0,-1.0,0.0,unknown,1
17273,55.0,retired,married,secondary,no,1126.0,yes,no,telephone,28.0,jul,388.0,2.0,-1.0,0.0,unknown,1
22881,32.0,technician,married,secondary,no,255.0,no,yes,cellular,25.0,aug,63.0,5.0,-1.0,0.0,unknown,1
23824,56.0,management,married,tertiary,no,2925.0,no,no,cellular,29.0,aug,133.0,6.0,-1.0,0.0,unknown,1
42018,29.0,technician,married,secondary,no,1599.0,yes,no,cellular,28.0,oct,95.0,1.0,112.0,2.0,failure,1
8215,46.0,technician,married,secondary,no,-59.0,yes,yes,unknown,2.0,jun,117.0,2.0,-1.0,0.0,unknown,1
43812,37.0,management,married,tertiary,no,1967.0,yes,no,cellular,27.0,may,774.0,1.0,-1.0,0.0,unknown,1
24852,59.0,retired,married,secondary,no,306.0,no,yes,cellular,18.0,nov,121.0,1.0,-1.0,0.0,unknown,1
5446,43.0,admin.,divorced,secondary,no,242.0,yes,no,unknown,23.0,may,174.0,1.0,-1.0,0.0,unknown,1
2852,37.0,blue-collar,married,secondary,no,15801.0,yes,no,unknown,14.0,may,456.0,9.0,-1.0,0.0,unknown,1
15684,34.0,technician,single,secondary,no,5731.0,yes,no,cellular,21.0,jul,101.0,3.0,-1.0,0.0,unknown,1
6110,53.0,technician,married,secondary,no,87.0,yes,no,unknown,27.0,may,183.0,9.0,-1.0,0.0,unknown,1
36188,39.0,services,divorced,secondary,no,-288.0,yes,no,cellular,11.0,may,227.0,1.0,-1.0,0.0,unknown,1
37651,44.0,admin.,divorced,secondary,no,2999.0,yes,no,cellular,14.0,may,717.0,1.0,-1.0,0.0,unknown,2
4272,24.0,blue-collar,single,unknown,no,76.0,yes,no,unknown,19.0,may,345.0,1.0,-1.0,0.0,unknown,1
36294,41.0,housemaid,married,secondary,no,81.0,yes,no,cellular,11.0,may,193.0,1.0,-1.0,0.0,unknown,1
7909,56.0,admin.,married,secondary,no,346.0,yes,yes,unknown,30.0,may,46.0,3.0,-1.0,0.0,unknown,1
11976,42.0,housemaid,divorced,secondary,no,3253.0,no,no,unknown,20.0,jun,18.0,7.0,-1.0,0.0,unknown,1
41196,24.0,student,single,secondary,no,228.0,no,no,cellular,20.0,aug,99.0,1.0,79.0,1.0,failure,1
34844,44.0,entrepreneur,married,secondary,no,860.0,yes,yes,cellular,6.0,may,96.0,2.0,295.0,5.0,failure,1
29311,34.0,technician,married,secondary,no,4.0,yes,no,cellular,2.0,feb,105.0,2.0,263.0,1.0,failure,1
4042,37.0,management,single,secondary,no,792.0,yes,no,unknown,16.0,may,1187.0,4.0,-1.0,0.0,unknown,2
6637,59.0,management,divorced,secondary,no,0.0,yes,no,unknown,28.0,may,248.0,6.0,-1.0,0.0,unknown,1
33110,36.0,management,married,tertiary,no,535.0,no,no,cellular,20.0,apr,150.0,2.0,-1.0,0.0,unknown,2
3127,33.0,management,married,tertiary,no,483.0,yes,no,unknown,14.0,may,738.0,2.0,-1.0,0.0,unknown,1
27027,34.0,management,married,tertiary,no,6463.0,yes,no,cellular,21.0,nov,40.0,1.0,-1.0,0.0,unknown,1
8767,57.0,management,single,secondary,no,137.0,yes,no,unknown,4.0,jun,91.0,4.0,-1.0,0.0,unknown,1
25132,32.0,services,single,secondary,no,2251.0,yes,yes,cellular,18.0,nov,131.0,1.0,124.0,1.0,failure,1
42606,29.0,services,single,secondary,no,102.0,no,no,cellular,11.0,jan,111.0,1.0,210.0,4.0,failure,1
20979,43.0,management,married,tertiary,no,354.0,no,no,cellular,14.0,aug,169.0,10.0,-1.0,0.0,unknown,1
5482,36.0,services,married,secondary,no,387.0,yes,no,unknown,23.0,may,232.0,1.0,-1.0,0.0,unknown,1
17860,52.0,blue-collar,single,primary,no,1400.0,no,no,cellular,30.0,jul,103.0,4.0,-1.0,0.0,unknown,1
8044,32.0,technician,married,secondary,no,0.0,no,no,unknown,2.0,jun,68.0,21.0,-1.0,0.0,unknown,1
44510,61.0,retired,married,secondary,no,1853.0,no,no,telephone,10.0,aug,520.0,1.0,181.0,2.0,success,2
13428,26.0,services,married,secondary,no,25.0,no,no,cellular,9.0,jul,94.0,1.0,-1.0,0.0,unknown,1
30457,35.0,self-employed,married,tertiary,no,137.0,no,no,cellular,5.0,feb,142.0,4.0,-1.0,0.0,unknown,1
16050,30.0,entrepreneur,single,tertiary,no,676.0,no,yes,cellular,22.0,jul,214.0,1.0,-1.0,0.0,unknown,1
41865,61.0,management,married,tertiary,no,0.0,no,no,cellular,16.0,oct,136.0,2.0,-1.0,0.0,unknown,2
20211,36.0,management,married,tertiary,no,-2.0,no,no,cellular,11.0,aug,242.0,2.0,-1.0,0.0,unknown,1
12363,53.0,services,married,primary,no,931.0,no,no,unknown,27.0,jun,159.0,2.0,-1.0,0.0,unknown,1
34061,31.0,services,single,secondary,no,181.0,no,no,cellular,30.0,apr,325.0,1.0,-1.0,0.0,unknown,2
22823,33.0,entrepreneur,married,tertiary,no,-886.0,yes,yes,cellular,25.0,aug,103.0,6.0,-1.0,0.0,unknown,1
14405,57.0,technician,married,primary,no,1276.0,yes,no,cellular,14.0,jul,103.0,4.0,-1.0,0.0,unknown,1
17655,32.0,admin.,single,tertiary,no,138.0,no,yes,cellular,29.0,jul,57.0,4.0,-1.0,0.0,unknown,1
8784,35.0,entrepreneur,married,secondary,no,2008.0,no,no,unknown,4.0,jun,178.0,6.0,-1.0,0.0,unknown,1
4871,30.0,entrepreneur,married,primary,no,-98.0,yes,no,unknown,21.0,may,166.0,7.0,-1.0,0.0,unknown,1
2955,40.0,technician,single,unknown,no,3652.0,yes,no,unknown,14.0,may,1028.0,2.0,-1.0,0.0,unknown,2
13491,46.0,self-employed,married,tertiary,no,917.0,no,no,cellular,9.0,jul,389.0,5.0,-1.0,0.0,unknown,1
15453,37.0,management,single,tertiary,no,35.0,yes,no,cellular,18.0,jul,34.0,3.0,-1.0,0.0,unknown,1
14051,51.0,technician,divorced,secondary,no,550.0,yes,no,cellular,11.0,jul,451.0,1.0,-1.0,0.0,unknown,1
28300,34.0,admin.,single,secondary,no,718.0,yes,no,cellular,29.0,jan,169.0,1.0,-1.0,0.0,unknown,1
7137,55.0,entrepreneur,divorced,tertiary,no,1119.0,no,no,unknown,29.0,may,283.0,1.0,-1.0,0.0,unknown,1
15334,47.0,admin.,married,secondary,no,-185.0,yes,no,cellular,18.0,jul,84.0,2.0,-1.0,0.0,unknown,1
25688,33.0,management,married,tertiary,yes,-148.0,yes,yes,cellular,19.0,nov,340.0,2.0,-1.0,0.0,unknown,1
33429,32.0,blue-collar,married,secondary,no,1148.0,yes,no,cellular,20.0,apr,121.0,1.0,-1.0,0.0,unknown,1
29001,51.0,technician,married,secondary,no,1490.0,yes,no,cellular,2.0,feb,177.0,1.0,199.0,2.0,failure,1
16910,27.0,technician,single,secondary,no,41.0,yes,yes,cellular,25.0,jul,803.0,1.0,-1.0,0.0,unknown,1
26355,40.0,technician,married,secondary,no,4341.0,no,no,cellular,20.0,nov,290.0,1.0,-1.0,0.0,unknown,1
25866,30.0,management,single,tertiary,no,2592.0,no,no,cellular,19.0,nov,50.0,1.0,-1.0,0.0,unknown,1
37046,31.0,blue-collar,married,secondary,no,1545.0,yes,yes,cellular,13.0,may,207.0,1.0,-1.0,0.0,unknown,1
10664,51.0,blue-collar,married,secondary,no,33.0,no,yes,unknown,16.0,jun,721.0,3.0,-1.0,0.0,unknown,2
8029,35.0,services,divorced,secondary,no,440.0,yes,no,unknown,2.0,jun,101.0,1.0,-1.0,0.0,unknown,1
8224,45.0,services,married,secondary,no,75.0,yes,yes,unknown,2.0,jun,222.0,2.0,-1.0,0.0,unknown,1
38800,32.0,blue-collar,married,primary,no,-283.0,yes,no,cellular,18.0,may,24.0,2.0,349.0,2.0,other,1
29479,33.0,technician,single,tertiary,no,390.0,yes,no,cellular,3.0,feb,161.0,1.0,256.0,1.0,failure,1
39514,31.0,technician,single,secondary,no,863.0,yes,no,cellular,25.0,may,166.0,3.0,111.0,6.0,failure,1
33722,39.0,admin.,married,tertiary,no,1108.0,no,no,cellular,21.0,apr,204.0,1.0,-1.0,0.0,unknown,2
44425,48.0,housemaid,single,primary,no,46.0,no,no,cellular,4.0,aug,118.0,1.0,1.0,3.0,success,2
24644,31.0,self-employed,single,tertiary,no,917.0,no,yes,cellular,17.0,nov,367.0,3.0,-1.0,0.0,unknown,1
30542,40.0,blue-collar,married,primary,no,533.0,yes,no,cellular,5.0,feb,675.0,4.0,-1.0,0.0,unknown,1
31761,35.0,blue-collar,married,secondary,no,0.0,yes,yes,cellular,8.0,apr,519.0,1.0,-1.0,0.0,unknown,1
20757,34.0,technician,single,secondary,no,4367.0,no,no,cellular,13.0,aug,121.0,2.0,-1.0,0.0,unknown,1
20538,38.0,management,married,tertiary,no,0.0,no,no,cellular,12.0,aug,119.0,2.0,-1.0,0.0,unknown,1
38208,24.0,admin.,married,secondary,no,-94.0,yes,no,cellular,15.0,may,217.0,1.0,-1.0,0.0,unknown,1
40895,35.0,management,married,tertiary,no,2088.0,yes,no,cellular,12.0,aug,94.0,1.0,51.0,3.0,failure,1
31393,76.0,retired,divorced,primary,no,3049.0,no,no,cellular,24.0,mar,170.0,3.0,-1.0,0.0,unknown,2
19648,57.0,management,married,tertiary,no,320.0,no,no,cellular,7.0,aug,76.0,2.0,-1.0,0.0,unknown,1
37197,42.0,blue-collar,single,secondary,no,382.0,yes,no,cellular,13.0,may,294.0,1.0,-1.0,0.0,unknown,1
6706,29.0,management,married,tertiary,no,4050.0,yes,no,unknown,28.0,may,166.0,1.0,-1.0,0.0,unknown,1
38836,34.0,blue-collar,single,primary,no,464.0,yes,no,cellular,18.0,may,173.0,1.0,299.0,2.0,other,1
36684,55.0,management,married,tertiary,no,5709.0,yes,no,cellular,12.0,may,442.0,1.0,-1.0,0.0,unknown,1
42712,39.0,management,married,tertiary,no,1802.0,no,no,cellular,25.0,jan,129.0,2.0,97.0,2.0,failure,1
32466,53.0,management,married,tertiary,no,1319.0,yes,no,cellular,16.0,apr,427.0,1.0,150.0,1.0,failure,1
14853,31.0,unemployed,divorced,tertiary,no,256.0,yes,no,cellular,16.0,jul,873.0,2.0,-1.0,0.0,unknown,2
9004,48.0,blue-collar,married,primary,no,257.0,yes,no,unknown,5.0,jun,333.0,2.0,-1.0,0.0,unknown,1
589,37.0,blue-collar,married,primary,no,-325.0,yes,yes,unknown,6.0,may,112.0,2.0,-1.0,0.0,unknown,1
15082,57.0,services,married,primary,no,443.0,no,no,telephone,17.0,jul,167.0,1.0,-1.0,0.0,unknown,1
42114,35.0,technician,married,secondary,no,580.0,yes,no,cellular,2.0,nov,180.0,2.0,171.0,1.0,failure,1
781,47.0,blue-collar,married,secondary,no,1001.0,yes,no,unknown,7.0,may,201.0,4.0,-1.0,0.0,unknown,1
10199,59.0,management,married,tertiary,no,7049.0,no,no,unknown,11.0,jun,647.0,2.0,-1.0,0.0,unknown,1
15947,33.0,management,single,tertiary,no,30.0,yes,no,cellular,22.0,jul,1077.0,1.0,-1.0,0.0,unknown,2
